#,Date-Time (HST),"pH , pH","Temperature , °C","Millivolts , mv"
1741,04/14/2026 21:27:00,7.99,25.19,-65.11
1742,04/14/2026 21:28:00,7.99,25.19,-65.10
1743,04/14/2026 21:29:00,7.99,25.19,-65.08
1744,04/14/2026 21:30:00,7.99,25.16,-65.08
1745,04/14/2026 21:31:00,7.99,25.16,-65.06
1746,04/14/2026 21:32:00,7.99,25.16,-65.05
1747,04/14/2026 21:33:00,7.99,25.16,-65.03
1748,04/14/2026 21:34:00,7.99,25.16,-65.02
1749,04/14/2026 21:35:00,7.99,25.14,-65.02
1750,04/14/2026 21:36:00,7.99,25.14,-65.00
1751,04/14/2026 21:37:00,7.99,25.14,-64.99
1752,04/14/2026 21:38:00,7.99,25.14,-64.99
1753,04/14/2026 21:39:00,7.99,25.14,-64.96
1754,04/14/2026 21:40:00,7.99,25.11,-64.94
1755,04/14/2026 21:41:00,7.99,25.11,-64.94
1756,04/14/2026 21:42:00,7.99,25.11,-64.94
1757,04/14/2026 21:43:00,7.99,25.11,-64.94
1758,04/14/2026 21:44:00,7.99,25.11,-64.92
1759,04/14/2026 21:45:00,7.99,25.11,-64.91
1760,04/14/2026 21:46:00,7.99,25.09,-64.91
1761,04/14/2026 21:47:00,7.99,25.09,-64.86
1762,04/14/2026 21:48:00,7.99,25.09,-64.86
1763,04/14/2026 21:49:00,7.99,25.09,-64.85
1764,04/14/2026 21:50:00,7.99,25.09,-64.85
1765,04/14/2026 21:51:00,7.99,25.06,-64.85
1766,04/14/2026 21:52:00,7.99,25.06,-64.83
1767,04/14/2026 21:53:00,7.99,25.06,-64.81
1768,04/14/2026 21:54:00,7.99,25.06,-64.80
1769,04/14/2026 21:55:00,7.99,25.06,-64.81
1770,04/14/2026 21:56:00,7.99,25.04,-64.78
1771,04/14/2026 21:57:00,7.99,25.04,-64.77
1772,04/14/2026 21:58:00,7.99,25.04,-64.77
1773,04/14/2026 21:59:00,7.99,25.04,-64.75
1774,04/14/2026 22:00:00,7.99,25.04,-64.74
1775,04/14/2026 22:01:00,7.99,25.02,-64.75
1776,04/14/2026 22:02:00,7.99,25.02,-64.74
1777,04/14/2026 22:03:00,7.99,25.02,-64.72
1778,04/14/2026 22:04:00,7.99,25.02,-64.74
1779,04/14/2026 22:05:00,7.99,25.02,-64.71
1780,04/14/2026 22:06:00,7.99,24.99,-64.71
1781,04/14/2026 22:07:00,7.99,24.99,-64.69
1782,04/14/2026 22:08:00,7.99,24.99,-64.69
1783,04/14/2026 22:09:00,7.99,24.99,-64.69
1784,04/14/2026 22:10:00,7.99,24.99,-64.67
1785,04/14/2026 22:11:00,7.99,24.97,-64.67
1786,04/14/2026 22:12:00,7.99,24.97,-64.67
1787,04/14/2026 22:13:00,7.99,24.97,-64.67
1788,04/14/2026 22:14:00,7.99,24.97,-64.67
1789,04/14/2026 22:15:00,7.99,24.97,-64.67
1790,04/14/2026 22:16:00,7.98,24.94,-64.66
1791,04/14/2026 22:17:00,7.98,24.94,-64.64
1792,04/14/2026 22:18:00,7.98,24.94,-64.63
1793,04/14/2026 22:19:00,7.98,24.94,-64.63
1794,04/14/2026 22:20:00,7.98,24.94,-64.63
1795,04/14/2026 22:21:00,7.98,24.94,-64.63
1796,04/14/2026 22:22:00,7.98,24.92,-64.61
1797,04/14/2026 22:23:00,7.98,24.92,-64.60
1798,04/14/2026 22:24:00,7.98,24.92,-64.58
1799,04/14/2026 22:25:00,7.98,24.92,-64.56
1800,04/14/2026 22:26:00,7.98,24.92,-64.60
1801,04/14/2026 22:27:00,7.98,24.92,-64.58
1802,04/14/2026 22:28:00,7.98,24.90,-64.56
1803,04/14/2026 22:29:00,7.98,24.90,-64.56
1804,04/14/2026 22:30:00,7.98,24.90,-64.56
1805,04/14/2026 22:31:00,7.98,24.90,-64.53
1806,04/14/2026 22:32:00,7.98,24.90,-64.55
1807,04/14/2026 22:33:00,7.98,24.90,-64.52
1808,04/14/2026 22:34:00,7.98,24.87,-64.53
1809,04/14/2026 22:35:00,7.98,24.87,-64.50
1810,04/14/2026 22:36:00,7.98,24.87,-64.50
1811,04/14/2026 22:37:00,7.98,24.87,-64.50
1812,04/14/2026 22:38:00,7.98,24.87,-64.49
1813,04/14/2026 22:39:00,7.98,24.87,-64.47
1814,04/14/2026 22:40:00,7.98,24.85,-64.47
1815,04/14/2026 22:41:00,7.98,24.85,-64.49
1816,04/14/2026 22:42:00,7.98,24.85,-64.47
1817,04/14/2026 22:43:00,7.98,24.85,-64.47
1818,04/14/2026 22:44:00,7.98,24.85,-64.46
1819,04/14/2026 22:45:00,7.98,24.85,-64.46
1820,04/14/2026 22:46:00,7.98,24.85,-64.46
1821,04/14/2026 22:47:00,7.98,24.82,-64.42
1822,04/14/2026 22:48:00,7.98,24.82,-64.44
1823,04/14/2026 22:49:00,7.98,24.82,-64.42
1824,04/14/2026 22:50:00,7.98,24.82,-64.42
1825,04/14/2026 22:51:00,7.98,24.82,-64.39
1826,04/14/2026 22:52:00,7.98,24.82,-64.41
1827,04/14/2026 22:53:00,7.98,24.82,-64.38
1828,04/14/2026 22:54:00,7.98,24.82,-64.38
1829,04/14/2026 22:55:00,7.98,24.80,-64.39
1830,04/14/2026 22:56:00,7.98,24.80,-64.39
1831,04/14/2026 22:57:00,7.98,24.80,-64.36
1832,04/14/2026 22:58:00,7.98,24.80,-64.38
1833,04/14/2026 22:59:00,7.98,24.80,-64.36
1834,04/14/2026 23:00:00,7.98,24.80,-64.36
1835,04/14/2026 23:01:00,7.98,24.80,-64.33
1836,04/14/2026 23:02:00,7.98,24.80,-64.35
1837,04/14/2026 23:03:00,7.98,24.77,-64.35
1838,04/14/2026 23:04:00,7.98,24.77,-64.33
1839,04/14/2026 23:05:00,7.98,24.77,-64.33
1840,04/14/2026 23:06:00,7.98,24.77,-64.33
1841,04/14/2026 23:07:00,7.98,24.77,-64.33
1842,04/14/2026 23:08:00,7.98,24.77,-64.30
1843,04/14/2026 23:09:00,7.98,24.75,-64.30
1844,04/14/2026 23:10:00,7.98,24.75,-64.31
1845,04/14/2026 23:11:00,7.98,24.75,-64.28
1846,04/14/2026 23:12:00,7.98,24.75,-64.28
1847,04/14/2026 23:13:00,7.98,24.75,-64.28
1848,04/14/2026 23:14:00,7.98,24.75,-64.28
1849,04/14/2026 23:15:00,7.98,24.75,-64.27
1850,04/14/2026 23:16:00,7.98,24.73,-64.27
1851,04/14/2026 23:17:00,7.98,24.73,-64.27
1852,04/14/2026 23:18:00,7.98,24.73,-64.27
1853,04/14/2026 23:19:00,7.98,24.73,-64.25
1854,04/14/2026 23:20:00,7.98,24.73,-64.25
1855,04/14/2026 23:21:00,7.98,24.73,-64.24
1856,04/14/2026 23:22:00,7.98,24.70,-64.24
1857,04/14/2026 23:23:00,7.98,24.70,-64.24
1858,04/14/2026 23:24:00,7.98,24.70,-64.22
1859,04/14/2026 23:25:00,7.98,24.70,-64.21
1860,04/14/2026 23:26:00,7.98,24.70,-64.24
1861,04/14/2026 23:27:00,7.98,24.70,-64.24
1862,04/14/2026 23:28:00,7.98,24.70,-64.21
1863,04/14/2026 23:29:00,7.98,24.68,-64.21
1864,04/14/2026 23:30:00,7.98,24.68,-64.21
1865,04/14/2026 23:31:00,7.98,24.68,-64.17
1866,04/14/2026 23:32:00,7.98,24.68,-64.19
1867,04/14/2026 23:33:00,7.98,24.68,-64.17
1868,04/14/2026 23:34:00,7.98,24.68,-64.17
1869,04/14/2026 23:35:00,7.98,24.68,-64.16
1870,04/14/2026 23:36:00,7.98,24.68,-64.17
1871,04/14/2026 23:37:00,7.98,24.65,-64.16
1872,04/14/2026 23:38:00,7.98,24.65,-64.14
1873,04/14/2026 23:39:00,7.98,24.65,-64.14
1874,04/14/2026 23:40:00,7.98,24.65,-64.14
1875,04/14/2026 23:41:00,7.98,24.65,-64.13
1876,04/14/2026 23:42:00,7.98,24.65,-64.11
1877,04/14/2026 23:43:00,7.98,24.65,-64.13
1878,04/14/2026 23:44:00,7.98,24.65,-64.11
1879,04/14/2026 23:45:00,7.98,24.65,-64.10
1880,04/14/2026 23:46:00,7.98,24.63,-64.06
1881,04/14/2026 23:47:00,7.98,24.63,-64.08
1882,04/14/2026 23:48:00,7.98,24.63,-64.05
1883,04/14/2026 23:49:00,7.98,24.63,-64.06
1884,04/14/2026 23:50:00,7.98,24.63,-64.05
1885,04/14/2026 23:51:00,7.98,24.63,-64.03
1886,04/14/2026 23:52:00,7.98,24.63,-64.03
1887,04/14/2026 23:53:00,7.98,24.63,-64.03
1888,04/14/2026 23:54:00,7.97,24.63,-64.00
1889,04/14/2026 23:55:00,7.97,24.60,-64.02
1890,04/14/2026 23:56:00,7.97,24.60,-64.00
1891,04/14/2026 23:57:00,7.97,24.60,-63.99
1892,04/14/2026 23:58:00,7.97,24.60,-64.00
1893,04/14/2026 23:59:00,7.97,24.60,-63.99
1894,04/15/2026 00:00:00,7.97,24.60,-63.99
1895,04/15/2026 00:01:00,7.97,24.60,-63.99
1896,04/15/2026 00:02:00,7.97,24.60,-63.97
1897,04/15/2026 00:03:00,7.97,24.58,-63.97
1898,04/15/2026 00:04:00,7.97,24.58,-63.96
1899,04/15/2026 00:05:00,7.97,24.58,-63.97
1900,04/15/2026 00:06:00,7.97,24.58,-63.94
1901,04/15/2026 00:07:00,7.97,24.58,-63.94
1902,04/15/2026 00:08:00,7.97,24.58,-63.91
1903,04/15/2026 00:09:00,7.97,24.58,-63.91
1904,04/15/2026 00:10:00,7.97,24.58,-63.91
1905,04/15/2026 00:11:00,7.97,24.58,-63.89
1906,04/15/2026 00:12:00,7.97,24.58,-63.91
1907,04/15/2026 00:13:00,7.97,24.56,-63.91
1908,04/15/2026 00:14:00,7.97,24.56,-63.89
1909,04/15/2026 00:15:00,7.97,24.56,-63.89
1910,04/15/2026 00:16:00,7.97,24.56,-63.88
1911,04/15/2026 00:17:00,7.97,24.56,-63.86
1912,04/15/2026 00:18:00,7.97,24.56,-63.86
1913,04/15/2026 00:19:00,7.97,24.56,-63.86
1914,04/15/2026 00:20:00,7.97,24.56,-63.86
1915,04/15/2026 00:21:00,7.97,24.56,-63.86
1916,04/15/2026 00:22:00,7.97,24.56,-63.85
1917,04/15/2026 00:23:00,7.97,24.56,-63.83
1918,04/15/2026 00:24:00,7.97,24.53,-63.83
1919,04/15/2026 00:25:00,7.97,24.53,-63.83
1920,04/15/2026 00:26:00,7.97,24.53,-63.81
1921,04/15/2026 00:27:00,7.97,24.53,-63.81
1922,04/15/2026 00:28:00,7.97,24.53,-63.81
1923,04/15/2026 00:29:00,7.97,24.53,-63.80
1924,04/15/2026 00:30:00,7.97,24.53,-63.80
1925,04/15/2026 00:31:00,7.97,24.53,-63.80
1926,04/15/2026 00:32:00,7.97,24.53,-63.80
1927,04/15/2026 00:33:00,7.97,24.53,-63.78
1928,04/15/2026 00:34:00,7.97,24.51,-63.78
1929,04/15/2026 00:35:00,7.97,24.51,-63.78
1930,04/15/2026 00:36:00,7.97,24.51,-63.77
1931,04/15/2026 00:37:00,7.97,24.51,-63.77
1932,04/15/2026 00:38:00,7.97,24.51,-63.77
1933,04/15/2026 00:39:00,7.97,24.51,-63.77
1934,04/15/2026 00:40:00,7.97,24.51,-63.77
1935,04/15/2026 00:41:00,7.97,24.51,-63.77
1936,04/15/2026 00:42:00,7.97,24.51,-63.75
1937,04/15/2026 00:43:00,7.97,24.51,-63.77
1938,04/15/2026 00:44:00,7.97,24.51,-63.78
1939,04/15/2026 00:45:00,7.97,24.48,-63.75
1940,04/15/2026 00:46:00,7.97,24.48,-63.74
1941,04/15/2026 00:47:00,7.97,24.48,-63.75
1942,04/15/2026 00:48:00,7.97,24.48,-63.75
1943,04/15/2026 00:49:00,7.97,24.48,-63.72
1944,04/15/2026 00:50:00,7.97,24.48,-63.72
1945,04/15/2026 00:51:00,7.97,24.48,-63.74
1946,04/15/2026 00:52:00,7.97,24.48,-63.74
1947,04/15/2026 00:53:00,7.97,24.48,-63.72
1948,04/15/2026 00:54:00,7.97,24.48,-63.72
1949,04/15/2026 00:55:00,7.97,24.48,-63.74
1950,04/15/2026 00:56:00,7.97,24.48,-63.74
1951,04/15/2026 00:57:00,7.97,24.46,-63.71
1952,04/15/2026 00:58:00,7.97,24.46,-63.74
1953,04/15/2026 00:59:00,7.97,24.46,-63.72
1954,04/15/2026 01:00:00,7.97,24.46,-63.72
1955,04/15/2026 01:01:00,7.97,24.46,-63.71
1956,04/15/2026 01:02:00,7.97,24.46,-63.71
1957,04/15/2026 01:03:00,7.97,24.46,-63.72
1958,04/15/2026 01:04:00,7.97,24.46,-63.71
1959,04/15/2026 01:05:00,7.97,24.46,-63.71
1960,04/15/2026 01:06:00,7.97,24.46,-63.69
1961,04/15/2026 01:07:00,7.97,24.46,-63.71
1962,04/15/2026 01:08:00,7.97,24.46,-63.69
1963,04/15/2026 01:09:00,7.97,24.44,-63.69
1964,04/15/2026 01:10:00,7.97,24.44,-63.67
1965,04/15/2026 01:11:00,7.97,24.44,-63.67
1966,04/15/2026 01:12:00,7.97,24.44,-63.67
1967,04/15/2026 01:13:00,7.97,24.44,-63.69
1968,04/15/2026 01:14:00,7.97,24.44,-63.67
1969,04/15/2026 01:15:00,7.97,24.44,-63.64
1970,04/15/2026 01:16:00,7.97,24.44,-63.66
1971,04/15/2026 01:17:00,7.97,24.44,-63.66
1972,04/15/2026 01:18:00,7.97,24.44,-63.66
1973,04/15/2026 01:19:00,7.97,24.44,-63.66
1974,04/15/2026 01:20:00,7.97,24.44,-63.64
1975,04/15/2026 01:21:00,7.97,24.44,-63.64
1976,04/15/2026 01:22:00,7.97,24.41,-63.64
1977,04/15/2026 01:23:00,7.97,24.41,-63.64
1978,04/15/2026 01:24:00,7.97,24.41,-63.63
1979,04/15/2026 01:25:00,7.97,24.41,-63.63
1980,04/15/2026 01:26:00,7.97,24.41,-63.63
1981,04/15/2026 01:27:00,7.97,24.41,-63.61
1982,04/15/2026 01:28:00,7.97,24.41,-63.63
1983,04/15/2026 01:29:00,7.97,24.41,-63.61
1984,04/15/2026 01:30:00,7.97,24.41,-63.61
1985,04/15/2026 01:31:00,7.97,24.41,-63.63
1986,04/15/2026 01:32:00,7.97,24.41,-63.61
1987,04/15/2026 01:33:00,7.97,24.41,-63.61
1988,04/15/2026 01:34:00,7.97,24.39,-63.61
1989,04/15/2026 01:35:00,7.97,24.39,-63.61
1990,04/15/2026 01:36:00,7.97,24.39,-63.63
1991,04/15/2026 01:37:00,7.97,24.39,-63.58
1992,04/15/2026 01:38:00,7.97,24.39,-63.60
1993,04/15/2026 01:39:00,7.97,24.39,-63.60
1994,04/15/2026 01:40:00,7.97,24.39,-63.60
1995,04/15/2026 01:41:00,7.97,24.39,-63.58
1996,04/15/2026 01:42:00,7.97,24.39,-63.61
1997,04/15/2026 01:43:00,7.97,24.39,-63.61
1998,04/15/2026 01:44:00,7.97,24.39,-63.60
1999,04/15/2026 01:45:00,7.97,24.39,-63.60
2000,04/15/2026 01:46:00,7.97,24.39,-63.58
2001,04/15/2026 01:47:00,7.97,24.39,-63.58
2002,04/15/2026 01:48:00,7.97,24.39,-63.60
2003,04/15/2026 01:49:00,7.97,24.36,-63.60
2004,04/15/2026 01:50:00,7.97,24.36,-63.58
2005,04/15/2026 01:51:00,7.97,24.36,-63.56
2006,04/15/2026 01:52:00,7.97,24.36,-63.58
2007,04/15/2026 01:53:00,7.97,24.36,-63.58
2008,04/15/2026 01:54:00,7.97,24.36,-63.58
2009,04/15/2026 01:55:00,7.97,24.36,-63.56
2010,04/15/2026 01:56:00,7.97,24.36,-63.58
2011,04/15/2026 01:57:00,7.97,24.36,-63.56
2012,04/15/2026 01:58:00,7.97,24.36,-63.58
2013,04/15/2026 01:59:00,7.97,24.36,-63.53
2014,04/15/2026 02:00:00,7.97,24.36,-63.58
2015,04/15/2026 02:01:00,7.97,24.36,-63.56
2016,04/15/2026 02:02:00,7.97,24.36,-63.56
2017,04/15/2026 02:03:00,7.97,24.36,-63.56
2018,04/15/2026 02:04:00,7.97,24.36,-63.56
2019,04/15/2026 02:05:00,7.97,24.36,-63.56
2020,04/15/2026 02:06:00,7.97,24.34,-63.58
2021,04/15/2026 02:07:00,7.97,24.34,-63.58
2022,04/15/2026 02:08:00,7.97,24.34,-63.55
2023,04/15/2026 02:09:00,7.97,24.34,-63.58
2024,04/15/2026 02:10:00,7.97,24.34,-63.55
2025,04/15/2026 02:11:00,7.97,24.34,-63.55
2026,04/15/2026 02:12:00,7.97,24.34,-63.55
2027,04/15/2026 02:13:00,7.97,24.34,-63.58
2028,04/15/2026 02:14:00,7.97,24.34,-63.56
2029,04/15/2026 02:15:00,7.97,24.34,-63.53
2030,04/15/2026 02:16:00,7.97,24.34,-63.56
2031,04/15/2026 02:17:00,7.97,24.34,-63.55
2032,04/15/2026 02:18:00,7.97,24.34,-63.53
2033,04/15/2026 02:19:00,7.97,24.34,-63.52
2034,04/15/2026 02:20:00,7.97,24.34,-63.53
2035,04/15/2026 02:21:00,7.97,24.34,-63.52
2036,04/15/2026 02:22:00,7.97,24.34,-63.53
2037,04/15/2026 02:23:00,7.97,24.34,-63.50
2038,04/15/2026 02:24:00,7.97,24.34,-63.52
2039,04/15/2026 02:25:00,7.97,24.34,-63.52
2040,04/15/2026 02:26:00,7.97,24.34,-63.50
2041,04/15/2026 02:27:00,7.97,24.34,-63.52
2042,04/15/2026 02:28:00,7.97,24.34,-63.50
2043,04/15/2026 02:29:00,7.97,24.32,-63.50
2044,04/15/2026 02:30:00,7.97,24.32,-63.50
2045,04/15/2026 02:31:00,7.97,24.32,-63.50
2046,04/15/2026 02:32:00,7.97,24.32,-63.47
2047,04/15/2026 02:33:00,7.97,24.32,-63.46
2048,04/15/2026 02:34:00,7.97,24.32,-63.46
2049,04/15/2026 02:35:00,7.97,24.32,-63.47
2050,04/15/2026 02:36:00,7.97,24.32,-63.47
2051,04/15/2026 02:37:00,7.97,24.32,-63.46
2052,04/15/2026 02:38:00,7.97,24.32,-63.44
2053,04/15/2026 02:39:00,7.97,24.32,-63.41
2054,04/15/2026 02:40:00,7.97,24.32,-63.42
2055,04/15/2026 02:41:00,7.97,24.32,-63.44
2056,04/15/2026 02:42:00,7.97,24.32,-63.44
2057,04/15/2026 02:43:00,7.97,24.32,-63.44
2058,04/15/2026 02:44:00,7.97,24.32,-63.42
2059,04/15/2026 02:45:00,7.97,24.32,-63.42
2060,04/15/2026 02:46:00,7.97,24.32,-63.41
2061,04/15/2026 02:47:00,7.96,24.32,-63.38
2062,04/15/2026 02:48:00,7.97,24.32,-63.39
2063,04/15/2026 02:49:00,7.97,24.32,-63.39
2064,04/15/2026 02:50:00,7.96,24.32,-63.38
2065,04/15/2026 02:51:00,7.96,24.32,-63.36
2066,04/15/2026 02:52:00,7.96,24.32,-63.36
2067,04/15/2026 02:53:00,7.96,24.32,-63.38
2068,04/15/2026 02:54:00,7.96,24.32,-63.36
2069,04/15/2026 02:55:00,7.96,24.32,-63.35
2070,04/15/2026 02:56:00,7.96,24.29,-63.33
2071,04/15/2026 02:57:00,7.96,24.29,-63.35
2072,04/15/2026 02:58:00,7.96,24.29,-63.35
2073,04/15/2026 02:59:00,7.96,24.29,-63.33
2074,04/15/2026 03:00:00,7.96,24.29,-63.33
2075,04/15/2026 03:01:00,7.96,24.29,-63.31
2076,04/15/2026 03:02:00,7.96,24.29,-63.31
2077,04/15/2026 03:03:00,7.96,24.29,-63.31
2078,04/15/2026 03:04:00,7.96,24.29,-63.27
2079,04/15/2026 03:05:00,7.96,24.29,-63.30
2080,04/15/2026 03:06:00,7.96,24.29,-63.28
2081,04/15/2026 03:07:00,7.96,24.29,-63.30
2082,04/15/2026 03:08:00,7.96,24.29,-63.28
2083,04/15/2026 03:09:00,7.96,24.29,-63.27
2084,04/15/2026 03:10:00,7.96,24.29,-63.28
2085,04/15/2026 03:11:00,7.96,24.29,-63.27
2086,04/15/2026 03:12:00,7.96,24.29,-63.27
2087,04/15/2026 03:13:00,7.96,24.29,-63.27
2088,04/15/2026 03:14:00,7.96,24.29,-63.25
2089,04/15/2026 03:15:00,7.96,24.29,-63.24
2090,04/15/2026 03:16:00,7.96,24.29,-63.25
2091,04/15/2026 03:17:00,7.96,24.29,-63.25
2092,04/15/2026 03:18:00,7.96,24.29,-63.24
2093,04/15/2026 03:19:00,7.96,24.29,-63.22
2094,04/15/2026 03:20:00,7.96,24.29,-63.24
2095,04/15/2026 03:21:00,7.96,24.29,-63.22
2096,04/15/2026 03:22:00,7.96,24.29,-63.24
2097,04/15/2026 03:23:00,7.96,24.29,-63.22
2098,04/15/2026 03:24:00,7.96,24.29,-63.22
2099,04/15/2026 03:25:00,7.96,24.29,-63.22
2100,04/15/2026 03:26:00,7.96,24.29,-63.22
2101,04/15/2026 03:27:00,7.96,24.29,-63.24
2102,04/15/2026 03:28:00,7.96,24.29,-63.25
2103,04/15/2026 03:29:00,7.96,24.29,-63.24
2104,04/15/2026 03:30:00,7.96,24.29,-63.25
2105,04/15/2026 03:31:00,7.96,24.29,-63.25
2106,04/15/2026 03:32:00,7.96,24.29,-63.24
2107,04/15/2026 03:33:00,7.96,24.29,-63.25
2108,04/15/2026 03:34:00,7.96,24.29,-63.24
2109,04/15/2026 03:35:00,7.96,24.29,-63.24
2110,04/15/2026 03:36:00,7.96,24.29,-63.25
2111,04/15/2026 03:37:00,7.96,24.29,-63.25
2112,04/15/2026 03:38:00,7.96,24.29,-63.25
2113,04/15/2026 03:39:00,7.96,24.29,-63.25
2114,04/15/2026 03:40:00,7.96,24.29,-63.27
2115,04/15/2026 03:41:00,7.96,24.29,-63.27
2116,04/15/2026 03:42:00,7.96,24.29,-63.25
2117,04/15/2026 03:43:00,7.96,24.27,-63.30
2118,04/15/2026 03:44:00,7.96,24.27,-63.30
2119,04/15/2026 03:45:00,7.96,24.27,-63.28
2120,04/15/2026 03:46:00,7.96,24.27,-63.28
2121,04/15/2026 03:47:00,7.96,24.27,-63.25
2122,04/15/2026 03:48:00,7.96,24.27,-63.30
2123,04/15/2026 03:49:00,7.96,24.27,-63.28
2124,04/15/2026 03:50:00,7.96,24.27,-63.30
2125,04/15/2026 03:51:00,7.96,24.27,-63.30
2126,04/15/2026 03:52:00,7.96,24.27,-63.30
2127,04/15/2026 03:53:00,7.96,24.27,-63.30
2128,04/15/2026 03:54:00,7.96,24.27,-63.30
2129,04/15/2026 03:55:00,7.96,24.27,-63.31
2130,04/15/2026 03:56:00,7.96,24.27,-63.30
2131,04/15/2026 03:57:00,7.96,24.27,-63.31
2132,04/15/2026 03:58:00,7.96,24.27,-63.31
2133,04/15/2026 03:59:00,7.96,24.27,-63.30
2134,04/15/2026 04:00:00,7.96,24.27,-63.31
2135,04/15/2026 04:01:00,7.96,24.27,-63.30
2136,04/15/2026 04:02:00,7.96,24.27,-63.30
2137,04/15/2026 04:03:00,7.96,24.27,-63.30
2138,04/15/2026 04:04:00,7.96,24.27,-63.30
2139,04/15/2026 04:05:00,7.96,24.27,-63.30
2140,04/15/2026 04:06:00,7.96,24.27,-63.30
2141,04/15/2026 04:07:00,7.96,24.27,-63.30
2142,04/15/2026 04:08:00,7.96,24.27,-63.28
2143,04/15/2026 04:09:00,7.96,24.27,-63.27
2144,04/15/2026 04:10:00,7.96,24.27,-63.28
2145,04/15/2026 04:11:00,7.96,24.27,-63.28
2146,04/15/2026 04:12:00,7.96,24.27,-63.28
2147,04/15/2026 04:13:00,7.96,24.27,-63.28
2148,04/15/2026 04:14:00,7.96,24.27,-63.28
2149,04/15/2026 04:15:00,7.96,24.27,-63.27
2150,04/15/2026 04:16:00,7.96,24.27,-63.28
2151,04/15/2026 04:17:00,7.96,24.27,-63.27
2152,04/15/2026 04:18:00,7.96,24.27,-63.28
2153,04/15/2026 04:19:00,7.96,24.27,-63.25
2154,04/15/2026 04:20:00,7.96,24.27,-63.27
2155,04/15/2026 04:21:00,7.96,24.27,-63.28
2156,04/15/2026 04:22:00,7.96,24.27,-63.28
2157,04/15/2026 04:23:00,7.96,24.27,-63.27
2158,04/15/2026 04:24:00,7.96,24.27,-63.28
2159,04/15/2026 04:25:00,7.96,24.27,-63.27
2160,04/15/2026 04:26:00,7.96,24.27,-63.30
2161,04/15/2026 04:27:00,7.96,24.27,-63.25
2162,04/15/2026 04:28:00,7.96,24.29,-63.30
2163,04/15/2026 04:29:00,7.96,24.29,-63.30
2164,04/15/2026 04:30:00,7.96,24.29,-63.28
2165,04/15/2026 04:31:00,7.96,24.29,-63.30
2166,04/15/2026 04:32:00,7.96,24.29,-63.30
2167,04/15/2026 04:33:00,7.96,24.29,-63.30
2168,04/15/2026 04:34:00,7.96,24.29,-63.33
2169,04/15/2026 04:35:00,7.96,24.29,-63.30
2170,04/15/2026 04:36:00,7.96,24.29,-63.31
2171,04/15/2026 04:37:00,7.96,24.29,-63.33
2172,04/15/2026 04:38:00,7.96,24.29,-63.31
2173,04/15/2026 04:39:00,7.96,24.29,-63.33
2174,04/15/2026 04:40:00,7.96,24.29,-63.33
2175,04/15/2026 04:41:00,7.96,24.29,-63.35
2176,04/15/2026 04:42:00,7.96,24.29,-63.35
2177,04/15/2026 04:43:00,7.96,24.29,-63.35
2178,04/15/2026 04:44:00,7.96,24.29,-63.35
2179,04/15/2026 04:45:00,7.96,24.29,-63.35
2180,04/15/2026 04:46:00,7.96,24.29,-63.36
2181,04/15/2026 04:47:00,7.96,24.29,-63.36
2182,04/15/2026 04:48:00,7.96,24.29,-63.36
2183,04/15/2026 04:49:00,7.96,24.29,-63.38
2184,04/15/2026 04:50:00,7.96,24.29,-63.38
2185,04/15/2026 04:51:00,7.97,24.29,-63.39
2186,04/15/2026 04:52:00,7.97,24.29,-63.39
2187,04/15/2026 04:53:00,7.96,24.29,-63.38
2188,04/15/2026 04:54:00,7.96,24.29,-63.38
2189,04/15/2026 04:55:00,7.97,24.29,-63.39
2190,04/15/2026 04:56:00,7.96,24.29,-63.38
2191,04/15/2026 04:57:00,7.97,24.29,-63.39
2192,04/15/2026 04:58:00,7.97,24.29,-63.41
2193,04/15/2026 04:59:00,7.97,24.29,-63.42
2194,04/15/2026 05:00:00,7.97,24.29,-63.39
2195,04/15/2026 05:01:00,7.97,24.29,-63.39
2196,04/15/2026 05:02:00,7.97,24.29,-63.39
2197,04/15/2026 05:03:00,7.97,24.29,-63.39
2198,04/15/2026 05:04:00,7.96,24.29,-63.38
2199,04/15/2026 05:05:00,7.97,24.32,-63.39
2200,04/15/2026 05:06:00,7.97,24.32,-63.41
2201,04/15/2026 05:07:00,7.97,24.32,-63.39
2202,04/15/2026 05:08:00,7.97,24.32,-63.41
2203,04/15/2026 05:09:00,7.97,24.32,-63.41
2204,04/15/2026 05:10:00,7.97,24.32,-63.41
2205,04/15/2026 05:11:00,7.97,24.32,-63.41
2206,04/15/2026 05:12:00,7.97,24.32,-63.41
2207,04/15/2026 05:13:00,7.97,24.32,-63.42
2208,04/15/2026 05:14:00,7.97,24.32,-63.41
2209,04/15/2026 05:15:00,7.97,24.32,-63.41
2210,04/15/2026 05:16:00,7.97,24.32,-63.42
2211,04/15/2026 05:17:00,7.97,24.32,-63.39
2212,04/15/2026 05:18:00,7.97,24.32,-63.42
2213,04/15/2026 05:19:00,7.97,24.32,-63.42
2214,04/15/2026 05:20:00,7.97,24.32,-63.41
2215,04/15/2026 05:21:00,7.97,24.32,-63.42
2216,04/15/2026 05:22:00,7.97,24.32,-63.41
2217,04/15/2026 05:23:00,7.96,24.32,-63.38
2218,04/15/2026 05:24:00,7.97,24.32,-63.42
2219,04/15/2026 05:25:00,7.97,24.32,-63.42
2220,04/15/2026 05:26:00,7.97,24.32,-63.42
2221,04/15/2026 05:27:00,7.97,24.32,-63.41
