Time,DateTIme,HST_Time,  BV (Volts),  T (deg C),  DO (mg/l),  Q ()
1773837120,3/18/26 12:32,3/18/26 2:32,3.16,24.429,7.523,0.994
1773837240,3/18/26 12:34,3/18/26 2:34,3.16,24.42,7.51,0.993
1773837360,3/18/26 12:36,3/18/26 2:36,3.16,24.403,7.536,0.994
1773837480,3/18/26 12:38,3/18/26 2:38,3.16,24.412,7.521,0.993
1773837600,3/18/26 12:40,3/18/26 2:40,3.16,24.403,7.521,0.993
1773837720,3/18/26 12:42,3/18/26 2:42,3.16,24.42,7.514,0.993
1773837840,3/18/26 12:44,3/18/26 2:44,3.16,24.403,7.508,0.993
1773837960,3/18/26 12:46,3/18/26 2:46,3.16,24.403,7.508,0.993
1773838080,3/18/26 12:48,3/18/26 2:48,3.16,24.412,7.506,0.994
1773838200,3/18/26 12:50,3/18/26 2:50,3.16,24.412,7.486,0.993
1773838320,3/18/26 12:52,3/18/26 2:52,3.16,24.395,7.474,0.993
1773838440,3/18/26 12:54,3/18/26 2:54,3.16,24.403,7.456,0.993
1773838560,3/18/26 12:56,3/18/26 2:56,3.16,24.412,7.451,0.993
1773838680,3/18/26 12:58,3/18/26 2:58,3.16,24.395,7.477,0.993
1773838800,3/18/26 13:00,3/18/26 3:00,3.16,24.403,7.497,0.994
1773838920,3/18/26 13:02,3/18/26 3:02,3.16,24.403,7.516,0.993
1773839040,3/18/26 13:04,3/18/26 3:04,3.16,24.403,7.525,0.993
1773839160,3/18/26 13:06,3/18/26 3:06,3.16,24.42,7.544,0.993
1773839280,3/18/26 13:08,3/18/26 3:08,3.16,24.412,7.565,0.994
1773839400,3/18/26 13:10,3/18/26 3:10,3.16,24.412,7.557,0.993
1773839520,3/18/26 13:12,3/18/26 3:12,3.16,24.403,7.554,0.993
1773839640,3/18/26 13:14,3/18/26 3:14,3.16,24.403,7.546,0.993
1773839760,3/18/26 13:16,3/18/26 3:16,3.16,24.395,7.538,0.993
1773839880,3/18/26 13:18,3/18/26 3:18,3.16,24.412,7.526,0.993
1773840000,3/18/26 13:20,3/18/26 3:20,3.16,24.412,7.528,0.994
1773840120,3/18/26 13:22,3/18/26 3:22,3.16,24.42,7.519,0.994
1773840240,3/18/26 13:24,3/18/26 3:24,3.16,24.403,7.517,0.993
1773840360,3/18/26 13:26,3/18/26 3:26,3.16,24.403,7.518,0.993
1773840480,3/18/26 13:28,3/18/26 3:28,3.16,24.387,7.514,0.993
1773840600,3/18/26 13:30,3/18/26 3:30,3.16,24.378,7.515,0.993
1773840720,3/18/26 13:32,3/18/26 3:32,3.16,24.395,7.523,0.993
1773840840,3/18/26 13:34,3/18/26 3:34,3.16,24.387,7.524,0.993
1773840960,3/18/26 13:36,3/18/26 3:36,3.16,24.387,7.513,0.994
1773841080,3/18/26 13:38,3/18/26 3:38,3.16,24.378,7.51,0.993
1773841200,3/18/26 13:40,3/18/26 3:40,3.16,24.387,7.505,0.993
1773841320,3/18/26 13:42,3/18/26 3:42,3.16,24.387,7.508,0.994
1773841440,3/18/26 13:44,3/18/26 3:44,3.16,24.387,7.485,0.993
1773841560,3/18/26 13:46,3/18/26 3:46,3.16,24.387,7.478,0.993
1773841680,3/18/26 13:48,3/18/26 3:48,3.16,24.403,7.469,0.993
1773841800,3/18/26 13:50,3/18/26 3:50,3.16,24.387,7.496,0.993
1773841920,3/18/26 13:52,3/18/26 3:52,3.16,24.378,7.475,0.994
1773842040,3/18/26 13:54,3/18/26 3:54,3.16,24.403,7.443,0.994
1773842160,3/18/26 13:56,3/18/26 3:56,3.16,24.395,7.418,0.993
1773842280,3/18/26 13:58,3/18/26 3:58,3.16,24.403,7.41,0.993
1773842400,3/18/26 14:00,3/18/26 4:00,3.16,24.395,7.406,0.993
1773842520,3/18/26 14:02,3/18/26 4:02,3.16,24.387,7.389,0.993
1773842640,3/18/26 14:04,3/18/26 4:04,3.16,24.387,7.363,0.994
1773842760,3/18/26 14:06,3/18/26 4:06,3.16,24.387,7.359,0.993
1773842880,3/18/26 14:08,3/18/26 4:08,3.16,24.395,7.378,0.993
1773843000,3/18/26 14:10,3/18/26 4:10,3.16,24.387,7.398,0.992
1773843120,3/18/26 14:12,3/18/26 4:12,3.16,24.378,7.408,0.993
1773843240,3/18/26 14:14,3/18/26 4:14,3.16,24.37,7.419,0.994
1773843360,3/18/26 14:16,3/18/26 4:16,3.16,24.395,7.396,0.993
1773843480,3/18/26 14:18,3/18/26 4:18,3.16,24.387,7.404,0.993
1773843600,3/18/26 14:20,3/18/26 4:20,3.16,24.378,7.403,0.994
1773843720,3/18/26 14:22,3/18/26 4:22,3.16,24.37,7.391,0.993
1773843840,3/18/26 14:24,3/18/26 4:24,3.16,24.395,7.382,0.994
1773843960,3/18/26 14:26,3/18/26 4:26,3.16,24.395,7.36,0.993
1773844080,3/18/26 14:28,3/18/26 4:28,3.16,24.403,7.352,0.994
1773844200,3/18/26 14:30,3/18/26 4:30,3.16,24.403,7.336,0.994
1773844320,3/18/26 14:32,3/18/26 4:32,3.16,24.387,7.315,0.993
1773844440,3/18/26 14:34,3/18/26 4:34,3.16,24.395,7.285,0.993
1773844560,3/18/26 14:36,3/18/26 4:36,3.16,24.42,7.26,0.993
1773844680,3/18/26 14:38,3/18/26 4:38,3.16,24.42,7.237,0.994
1773844800,3/18/26 14:40,3/18/26 4:40,3.16,24.42,7.207,0.993
1773844920,3/18/26 14:42,3/18/26 4:42,3.16,24.429,7.175,0.993
1773845040,3/18/26 14:44,3/18/26 4:44,3.16,24.42,7.159,0.993
1773845160,3/18/26 14:46,3/18/26 4:46,3.16,24.42,7.146,0.993
1773845280,3/18/26 14:48,3/18/26 4:48,3.16,24.437,7.15,0.993
1773845400,3/18/26 14:50,3/18/26 4:50,3.16,24.429,7.152,0.993
1773845520,3/18/26 14:52,3/18/26 4:52,3.16,24.42,7.218,0.993
1773845640,3/18/26 14:54,3/18/26 4:54,3.16,24.429,7.197,0.993
1773845760,3/18/26 14:56,3/18/26 4:56,3.16,24.445,7.183,0.993
1773845880,3/18/26 14:58,3/18/26 4:58,3.16,24.429,7.179,0.993
1773846000,3/18/26 15:00,3/18/26 5:00,3.16,24.437,7.179,0.994
1773846120,3/18/26 15:02,3/18/26 5:02,3.16,24.429,7.178,0.994
1773846240,3/18/26 15:04,3/18/26 5:04,3.16,24.429,7.172,0.994
1773846360,3/18/26 15:06,3/18/26 5:06,3.16,24.437,7.167,0.994
1773846480,3/18/26 15:08,3/18/26 5:08,3.16,24.42,7.145,0.993
1773846600,3/18/26 15:10,3/18/26 5:10,3.16,24.445,7.127,0.993
1773846720,3/18/26 15:12,3/18/26 5:12,3.16,24.437,7.098,0.993
1773846840,3/18/26 15:14,3/18/26 5:14,3.16,24.437,7.076,0.992
1773846960,3/18/26 15:16,3/18/26 5:16,3.16,24.42,7.081,0.993
1773847080,3/18/26 15:18,3/18/26 5:18,3.16,24.437,7.074,0.993
1773847200,3/18/26 15:20,3/18/26 5:20,3.16,24.445,7.08,0.993
1773847320,3/18/26 15:22,3/18/26 5:22,3.16,24.437,7.099,0.994
1773847440,3/18/26 15:24,3/18/26 5:24,3.16,24.437,7.119,0.993
1773847560,3/18/26 15:26,3/18/26 5:26,3.16,24.412,7.155,0.993
1773847680,3/18/26 15:28,3/18/26 5:28,3.16,24.429,7.177,0.993
1773847800,3/18/26 15:30,3/18/26 5:30,3.16,24.42,7.186,0.993
1773847920,3/18/26 15:32,3/18/26 5:32,3.16,24.429,7.185,0.993
1773848040,3/18/26 15:34,3/18/26 5:34,3.16,24.412,7.215,0.993
1773848160,3/18/26 15:36,3/18/26 5:36,3.16,24.42,7.205,0.993
1773848280,3/18/26 15:38,3/18/26 5:38,3.16,24.429,7.193,0.993
1773848400,3/18/26 15:40,3/18/26 5:40,3.16,24.437,7.165,0.993
1773848520,3/18/26 15:42,3/18/26 5:42,3.16,24.445,7.136,0.993
1773848640,3/18/26 15:44,3/18/26 5:44,3.16,24.445,7.102,0.993
1773848760,3/18/26 15:46,3/18/26 5:46,3.16,24.429,7.09,0.993
1773848880,3/18/26 15:48,3/18/26 5:48,3.16,24.429,7.079,0.993
1773849000,3/18/26 15:50,3/18/26 5:50,3.16,24.437,7.075,0.993
1773849120,3/18/26 15:52,3/18/26 5:52,3.16,24.437,7.076,0.994
1773849240,3/18/26 15:54,3/18/26 5:54,3.16,24.429,7.086,0.993
1773849360,3/18/26 15:56,3/18/26 5:56,3.16,24.437,7.118,0.993
1773849480,3/18/26 15:58,3/18/26 5:58,3.16,24.42,7.138,0.993
1773849600,3/18/26 16:00,3/18/26 6:00,3.16,24.42,7.169,0.994
1773849720,3/18/26 16:02,3/18/26 6:02,3.16,24.429,7.157,0.993
1773849840,3/18/26 16:04,3/18/26 6:04,3.16,24.437,7.147,0.993
1773849960,3/18/26 16:06,3/18/26 6:06,3.16,24.445,7.134,0.993
1773850080,3/18/26 16:08,3/18/26 6:08,3.16,24.437,7.132,0.993
1773850200,3/18/26 16:10,3/18/26 6:10,3.16,24.429,7.153,0.994
1773850320,3/18/26 16:12,3/18/26 6:12,3.16,24.437,7.152,0.993
1773850440,3/18/26 16:14,3/18/26 6:14,3.16,24.445,7.158,0.993
1773850560,3/18/26 16:16,3/18/26 6:16,3.16,24.437,7.188,0.994
1773850680,3/18/26 16:18,3/18/26 6:18,3.16,24.429,7.203,0.993
1773850800,3/18/26 16:20,3/18/26 6:20,3.16,24.437,7.241,0.993
1773850920,3/18/26 16:22,3/18/26 6:22,3.16,24.412,7.257,0.993
1773851040,3/18/26 16:24,3/18/26 6:24,3.16,24.454,7.247,0.994
1773851160,3/18/26 16:26,3/18/26 6:26,3.16,24.445,7.212,0.993
1773851280,3/18/26 16:28,3/18/26 6:28,3.16,24.42,7.203,0.993
1773851400,3/18/26 16:30,3/18/26 6:30,3.16,24.445,7.191,0.993
1773851520,3/18/26 16:32,3/18/26 6:32,3.16,24.437,7.19,0.993
1773851640,3/18/26 16:34,3/18/26 6:34,3.16,24.437,7.186,0.993
1773851760,3/18/26 16:36,3/18/26 6:36,3.16,24.429,7.203,0.993
1773851880,3/18/26 16:38,3/18/26 6:38,3.16,24.42,7.228,0.993
1773852000,3/18/26 16:40,3/18/26 6:40,3.16,24.437,7.243,0.994
1773852120,3/18/26 16:42,3/18/26 6:42,3.16,24.42,7.246,0.993
1773852240,3/18/26 16:44,3/18/26 6:44,3.16,24.429,7.25,0.993
1773852360,3/18/26 16:46,3/18/26 6:46,3.16,24.437,7.375,0.993
1773852480,3/18/26 16:48,3/18/26 6:48,3.16,24.42,7.359,0.993
1773852600,3/18/26 16:50,3/18/26 6:50,3.16,24.42,7.363,0.993
1773852720,3/18/26 16:52,3/18/26 6:52,3.16,24.445,7.384,0.993
1773852840,3/18/26 16:54,3/18/26 6:54,3.16,24.437,7.425,0.993
1773852960,3/18/26 16:56,3/18/26 6:56,3.16,24.437,7.431,0.994
1773853080,3/18/26 16:58,3/18/26 6:58,3.16,24.437,7.419,0.994
1773853200,3/18/26 17:00,3/18/26 7:00,3.16,24.437,7.409,0.993
1773853320,3/18/26 17:02,3/18/26 7:02,3.16,24.437,7.415,0.994
1773853440,3/18/26 17:04,3/18/26 7:04,3.16,24.445,7.455,0.993
1773853560,3/18/26 17:06,3/18/26 7:06,3.16,24.454,7.496,0.994
1773853680,3/18/26 17:08,3/18/26 7:08,3.16,24.462,7.5,0.993
1773853800,3/18/26 17:10,3/18/26 7:10,3.16,24.479,7.491,0.993
1773853920,3/18/26 17:12,3/18/26 7:12,3.16,24.487,7.487,0.993
1773854040,3/18/26 17:14,3/18/26 7:14,3.16,24.512,7.496,0.993
1773854160,3/18/26 17:16,3/18/26 7:16,3.16,24.487,7.512,0.994
1773854280,3/18/26 17:18,3/18/26 7:18,3.16,24.512,7.466,0.993
1773854400,3/18/26 17:20,3/18/26 7:20,3.16,24.504,7.42,0.993
1773854520,3/18/26 17:22,3/18/26 7:22,3.16,24.496,7.406,0.993
1773854640,3/18/26 17:24,3/18/26 7:24,3.16,24.504,7.405,0.993
1773854760,3/18/26 17:26,3/18/26 7:26,3.16,24.479,7.417,0.993
1773854880,3/18/26 17:28,3/18/26 7:28,3.16,24.479,7.411,0.993
1773855000,3/18/26 17:30,3/18/26 7:30,3.16,24.496,7.396,0.994
1773855120,3/18/26 17:32,3/18/26 7:32,3.16,24.47,7.391,0.993
1773855240,3/18/26 17:34,3/18/26 7:34,3.16,24.479,7.377,0.993
1773855360,3/18/26 17:36,3/18/26 7:36,3.16,24.479,7.351,0.993
1773855480,3/18/26 17:38,3/18/26 7:38,3.16,24.479,7.317,0.993
1773855600,3/18/26 17:40,3/18/26 7:40,3.16,24.47,7.308,0.993
1773855720,3/18/26 17:42,3/18/26 7:42,3.16,24.487,7.293,0.993
1773855840,3/18/26 17:44,3/18/26 7:44,3.16,24.487,7.296,0.993
1773855960,3/18/26 17:46,3/18/26 7:46,3.16,24.487,7.297,0.993
1773856080,3/18/26 17:48,3/18/26 7:48,3.16,24.487,7.301,0.993
1773856200,3/18/26 17:50,3/18/26 7:50,3.16,24.504,7.293,0.993
1773856320,3/18/26 17:52,3/18/26 7:52,3.16,24.479,7.306,0.993
1773856440,3/18/26 17:54,3/18/26 7:54,3.16,24.487,7.312,0.994
1773856560,3/18/26 17:56,3/18/26 7:56,3.16,24.479,7.314,0.993
1773856680,3/18/26 17:58,3/18/26 7:58,3.16,24.496,7.315,0.993
1773856800,3/18/26 18:00,3/18/26 8:00,3.16,24.504,7.332,0.994
1773856920,3/18/26 18:02,3/18/26 8:02,3.16,24.512,7.343,0.993
1773857040,3/18/26 18:04,3/18/26 8:04,3.16,24.512,7.333,0.993
1773857160,3/18/26 18:06,3/18/26 8:06,3.16,24.512,7.348,0.993
1773857280,3/18/26 18:08,3/18/26 8:08,3.16,24.521,7.349,0.993
1773857400,3/18/26 18:10,3/18/26 8:10,3.16,24.512,7.345,0.993
1773857520,3/18/26 18:12,3/18/26 8:12,3.16,24.538,7.331,0.993
1773857640,3/18/26 18:14,3/18/26 8:14,3.16,24.538,7.325,0.993
1773857760,3/18/26 18:16,3/18/26 8:16,3.16,24.529,7.343,0.994
1773857880,3/18/26 18:18,3/18/26 8:18,3.16,24.546,7.331,0.993
1773858000,3/18/26 18:20,3/18/26 8:20,3.16,24.546,7.337,0.993
1773858120,3/18/26 18:22,3/18/26 8:22,3.16,24.554,7.333,0.994
1773858240,3/18/26 18:24,3/18/26 8:24,3.16,24.546,7.312,0.993
1773858360,3/18/26 18:26,3/18/26 8:26,3.16,24.521,7.3,0.993
1773858480,3/18/26 18:28,3/18/26 8:28,3.16,24.538,7.283,0.993
1773858600,3/18/26 18:30,3/18/26 8:30,3.16,24.529,7.296,0.994
1773858720,3/18/26 18:32,3/18/26 8:32,3.16,24.529,7.307,0.993
1773858840,3/18/26 18:34,3/18/26 8:34,3.16,24.521,7.337,0.993
1773858960,3/18/26 18:36,3/18/26 8:36,3.16,24.529,7.341,0.993
1773859080,3/18/26 18:38,3/18/26 8:38,3.16,24.538,7.36,0.993
1773859200,3/18/26 18:40,3/18/26 8:40,3.16,24.538,7.371,0.993
1773859320,3/18/26 18:42,3/18/26 8:42,3.16,24.521,7.391,0.993
1773859440,3/18/26 18:44,3/18/26 8:44,3.16,24.546,7.398,0.993
1773859560,3/18/26 18:46,3/18/26 8:46,3.16,24.588,7.426,0.994
1773859680,3/18/26 18:48,3/18/26 8:48,3.16,24.664,7.435,0.994
1773859800,3/18/26 18:50,3/18/26 8:50,3.16,24.706,7.466,0.993
1773859920,3/18/26 18:52,3/18/26 8:52,3.16,24.748,7.492,0.993
1773860040,3/18/26 18:54,3/18/26 8:54,3.16,24.781,7.506,0.993
1773860160,3/18/26 18:56,3/18/26 8:56,3.16,24.798,7.521,0.994
1773860280,3/18/26 18:58,3/18/26 8:58,3.16,24.848,7.525,0.993
1773860400,3/18/26 19:00,3/18/26 9:00,3.16,24.865,7.528,0.993
1773860520,3/18/26 19:02,3/18/26 9:02,3.16,24.891,7.521,0.993
1773860640,3/18/26 19:04,3/18/26 9:04,3.16,24.916,7.522,0.993
1773860760,3/18/26 19:06,3/18/26 9:06,3.16,24.924,7.525,0.994
1773860880,3/18/26 19:08,3/18/26 9:08,3.16,24.907,7.527,0.994
1773861000,3/18/26 19:10,3/18/26 9:10,3.16,24.857,7.533,0.994
1773861120,3/18/26 19:12,3/18/26 9:12,3.16,24.815,7.501,0.993
1773861240,3/18/26 19:14,3/18/26 9:14,3.16,24.781,7.48,0.993
1773861360,3/18/26 19:16,3/18/26 9:16,3.16,24.773,7.445,0.994
1773861480,3/18/26 19:18,3/18/26 9:18,3.16,24.739,7.431,0.994
1773861600,3/18/26 19:20,3/18/26 9:20,3.16,24.748,7.444,0.994
1773861720,3/18/26 19:22,3/18/26 9:22,3.16,24.739,7.442,0.993
1773861840,3/18/26 19:24,3/18/26 9:24,3.16,24.739,7.453,0.993
1773861960,3/18/26 19:26,3/18/26 9:26,3.16,24.764,7.479,0.994
1773862080,3/18/26 19:28,3/18/26 9:28,3.16,24.798,7.491,0.993
1773862200,3/18/26 19:30,3/18/26 9:30,3.16,24.823,7.509,0.994
1773862320,3/18/26 19:32,3/18/26 9:32,3.16,24.857,7.505,0.993
1773862440,3/18/26 19:34,3/18/26 9:34,3.16,24.865,7.51,0.994
1773862560,3/18/26 19:36,3/18/26 9:36,3.16,24.882,7.515,0.994
1773862680,3/18/26 19:38,3/18/26 9:38,3.16,24.891,7.501,0.993
1773862800,3/18/26 19:40,3/18/26 9:40,3.16,24.865,7.495,0.993
1773862920,3/18/26 19:42,3/18/26 9:42,3.16,24.874,7.486,0.994
1773863040,3/18/26 19:44,3/18/26 9:44,3.16,24.865,7.461,0.994
1773863160,3/18/26 19:46,3/18/26 9:46,3.16,24.848,7.453,0.994
1773863280,3/18/26 19:48,3/18/26 9:48,3.16,24.823,7.457,0.994
1773863400,3/18/26 19:50,3/18/26 9:50,3.16,24.798,7.465,0.993
1773863520,3/18/26 19:52,3/18/26 9:52,3.16,24.773,7.47,0.993
1773863640,3/18/26 19:54,3/18/26 9:54,3.16,24.764,7.472,0.993
1773863760,3/18/26 19:56,3/18/26 9:56,3.16,24.764,7.48,0.993
1773863880,3/18/26 19:58,3/18/26 9:58,3.16,24.756,7.473,0.994
1773864000,3/18/26 20:00,3/18/26 10:00,3.16,24.722,7.448,0.993
1773864120,3/18/26 20:02,3/18/26 10:02,3.16,24.714,7.435,0.994
1773864240,3/18/26 20:04,3/18/26 10:04,3.16,24.697,7.43,0.994
1773864360,3/18/26 20:06,3/18/26 10:06,3.16,24.706,7.449,0.994
1773864480,3/18/26 20:08,3/18/26 10:08,3.16,24.68,7.469,0.994
1773864600,3/18/26 20:10,3/18/26 10:10,3.16,24.697,7.465,0.994
1773864720,3/18/26 20:12,3/18/26 10:12,3.16,24.689,7.457,0.993
1773864840,3/18/26 20:14,3/18/26 10:14,3.16,24.68,7.46,0.993
1773864960,3/18/26 20:16,3/18/26 10:16,3.16,24.689,7.476,0.994
1773865080,3/18/26 20:18,3/18/26 10:18,3.16,24.68,7.474,0.994
1773865200,3/18/26 20:20,3/18/26 10:20,3.16,24.672,7.48,0.994
1773865320,3/18/26 20:22,3/18/26 10:22,3.16,24.672,7.462,0.994
1773865440,3/18/26 20:24,3/18/26 10:24,3.16,24.647,7.453,0.993
1773865560,3/18/26 20:26,3/18/26 10:26,3.16,24.664,7.45,0.993
1773865680,3/18/26 20:28,3/18/26 10:28,3.16,24.664,7.461,0.993
1773865800,3/18/26 20:30,3/18/26 10:30,3.16,24.664,7.474,0.993
1773865920,3/18/26 20:32,3/18/26 10:32,3.16,24.664,7.482,0.994
1773866040,3/18/26 20:34,3/18/26 10:34,3.16,24.672,7.473,0.993
1773866160,3/18/26 20:36,3/18/26 10:36,3.16,24.655,7.493,0.994
1773866280,3/18/26 20:38,3/18/26 10:38,3.16,24.664,7.492,0.993
1773866400,3/18/26 20:40,3/18/26 10:40,3.16,24.664,7.499,0.994
1773866520,3/18/26 20:42,3/18/26 10:42,3.16,24.68,7.503,0.993
1773866640,3/18/26 20:44,3/18/26 10:44,3.16,24.739,7.524,0.994
1773866760,3/18/26 20:46,3/18/26 10:46,3.16,24.815,7.549,0.993
1773866880,3/18/26 20:48,3/18/26 10:48,3.16,24.865,7.581,0.994
1773867000,3/18/26 20:50,3/18/26 10:50,3.16,24.933,7.576,0.993
1773867120,3/18/26 20:52,3/18/26 10:52,3.16,24.975,7.567,0.993
1773867240,3/18/26 20:54,3/18/26 10:54,3.16,25.025,7.566,0.994
1773867360,3/18/26 20:56,3/18/26 10:56,3.16,25.05,7.553,0.994
1773867480,3/18/26 20:58,3/18/26 10:58,3.16,25.084,7.531,0.993
1773867600,3/18/26 21:00,3/18/26 11:00,3.16,25.101,7.527,0.993
1773867720,3/18/26 21:02,3/18/26 11:02,3.16,25.067,7.52,0.993
1773867840,3/18/26 21:04,3/18/26 11:04,3.16,25.017,7.518,0.993
1773867960,3/18/26 21:06,3/18/26 11:06,3.16,24.991,7.506,0.993
1773868080,3/18/26 21:08,3/18/26 11:08,3.16,24.991,7.504,0.994
1773868200,3/18/26 21:10,3/18/26 11:10,3.16,24.975,7.492,0.993
1773868320,3/18/26 21:12,3/18/26 11:12,3.16,25,7.488,0.994
1773868440,3/18/26 21:14,3/18/26 11:14,3.16,24.991,7.488,0.993
1773868560,3/18/26 21:16,3/18/26 11:16,3.16,24.975,7.508,0.994
1773868680,3/18/26 21:18,3/18/26 11:18,3.16,24.966,7.527,0.994
1773868800,3/18/26 21:20,3/18/26 11:20,3.16,24.966,7.535,0.994
1773868920,3/18/26 21:22,3/18/26 11:22,3.16,24.958,7.553,0.994
1773869040,3/18/26 21:24,3/18/26 11:24,3.16,24.975,7.565,0.993
1773869160,3/18/26 21:26,3/18/26 11:26,3.16,25.025,7.596,0.994
1773869280,3/18/26 21:28,3/18/26 11:28,3.16,25.05,7.609,0.994
1773869400,3/18/26 21:30,3/18/26 11:30,3.15,25.084,7.624,0.994
1773869520,3/18/26 21:32,3/18/26 11:32,3.15,25.101,7.643,0.994
1773869640,3/18/26 21:34,3/18/26 11:34,3.15,25.092,7.645,0.994
1773869760,3/18/26 21:36,3/18/26 11:36,3.15,25.067,7.642,0.994
1773869880,3/18/26 21:38,3/18/26 11:38,3.15,25.042,7.643,0.994
1773870000,3/18/26 21:40,3/18/26 11:40,3.16,25.008,7.637,0.994
1773870120,3/18/26 21:42,3/18/26 11:42,3.16,24.983,7.641,0.994
1773870240,3/18/26 21:44,3/18/26 11:44,3.16,24.975,7.652,0.994
1773870360,3/18/26 21:46,3/18/26 11:46,3.16,24.983,7.667,0.994
1773870480,3/18/26 21:48,3/18/26 11:48,3.16,24.983,7.69,0.995
1773870600,3/18/26 21:50,3/18/26 11:50,3.15,25.008,7.697,0.994
1773870720,3/18/26 21:52,3/18/26 11:52,3.16,25,7.706,0.994
1773870840,3/18/26 21:54,3/18/26 11:54,3.15,25,7.726,0.994
1773870960,3/18/26 21:56,3/18/26 11:56,3.15,25.008,7.732,0.993
1773871080,3/18/26 21:58,3/18/26 11:58,3.15,25.033,7.748,0.994
1773871200,3/18/26 22:00,3/18/26 12:00,3.15,25.05,7.744,0.994
1773871320,3/18/26 22:02,3/18/26 12:02,3.15,25.05,7.733,0.994
1773871440,3/18/26 22:04,3/18/26 12:04,3.15,25.033,7.735,0.994
1773871560,3/18/26 22:06,3/18/26 12:06,3.15,25.05,7.745,0.994
1773871680,3/18/26 22:08,3/18/26 12:08,3.15,25.033,7.756,0.994
1773871800,3/18/26 22:10,3/18/26 12:10,3.15,25.059,7.766,0.994
1773871920,3/18/26 22:12,3/18/26 12:12,3.15,25.042,7.779,0.994
1773872040,3/18/26 22:14,3/18/26 12:14,3.15,25.008,7.782,0.994
1773872160,3/18/26 22:16,3/18/26 12:16,3.16,24.991,7.769,0.994
1773872280,3/18/26 22:18,3/18/26 12:18,3.15,24.975,7.756,0.994
1773872400,3/18/26 22:20,3/18/26 12:20,3.15,24.975,7.768,0.995
1773872520,3/18/26 22:22,3/18/26 12:22,3.15,25,7.759,0.994
1773872640,3/18/26 22:24,3/18/26 12:24,3.15,25.008,7.768,0.994
1773872760,3/18/26 22:26,3/18/26 12:26,3.15,24.991,7.761,0.994
1773872880,3/18/26 22:28,3/18/26 12:28,3.15,25,7.759,0.994
1773873000,3/18/26 22:30,3/18/26 12:30,3.15,24.983,7.759,0.994
1773873120,3/18/26 22:32,3/18/26 12:32,3.15,24.983,7.754,0.993
1773873240,3/18/26 22:34,3/18/26 12:34,3.15,24.983,7.772,0.994
1773873360,3/18/26 22:36,3/18/26 12:36,3.15,24.975,7.77,0.994
1773873480,3/18/26 22:38,3/18/26 12:38,3.16,24.941,7.77,0.994
1773873600,3/18/26 22:40,3/18/26 12:40,3.16,24.958,7.771,0.994
1773873720,3/18/26 22:42,3/18/26 12:42,3.16,24.941,7.785,0.994
1773873840,3/18/26 22:44,3/18/26 12:44,3.16,24.949,7.78,0.995
1773873960,3/18/26 22:46,3/18/26 12:46,3.16,24.949,7.776,0.993
1773874080,3/18/26 22:48,3/18/26 12:48,3.16,24.966,7.794,0.994
1773874200,3/18/26 22:50,3/18/26 12:50,3.15,25.017,7.812,0.995
1773874320,3/18/26 22:52,3/18/26 12:52,3.15,25.084,7.78,0.994
1773874440,3/18/26 22:54,3/18/26 12:54,3.15,25.101,7.772,0.994
1773874560,3/18/26 22:56,3/18/26 12:56,3.15,25.151,7.748,0.994
1773874680,3/18/26 22:58,3/18/26 12:58,3.15,25.16,7.727,0.994
1773874800,3/18/26 23:00,3/18/26 13:00,3.15,25.101,7.734,0.994
1773874920,3/18/26 23:02,3/18/26 13:02,3.15,25.109,7.725,0.994
1773875040,3/18/26 23:04,3/18/26 13:04,3.15,25.059,7.723,0.994
1773875160,3/18/26 23:06,3/18/26 13:06,3.15,25.05,7.714,0.993
1773875280,3/18/26 23:08,3/18/26 13:08,3.15,25.033,7.705,0.994
1773875400,3/18/26 23:10,3/18/26 13:10,3.15,25.017,7.7,0.994
1773875520,3/18/26 23:12,3/18/26 13:12,3.16,24.983,7.701,0.994
1773875640,3/18/26 23:14,3/18/26 13:14,3.15,24.991,7.7,0.994
1773875760,3/18/26 23:16,3/18/26 13:16,3.15,24.991,7.704,0.994
1773875880,3/18/26 23:18,3/18/26 13:18,3.15,25,7.715,0.994
1773876000,3/18/26 23:20,3/18/26 13:20,3.15,24.983,7.711,0.993
1773876120,3/18/26 23:22,3/18/26 13:22,3.15,24.975,7.722,0.994
1773876240,3/18/26 23:24,3/18/26 13:24,3.15,24.966,7.701,0.994
1773876360,3/18/26 23:26,3/18/26 13:26,3.15,24.941,7.712,0.994
1773876480,3/18/26 23:28,3/18/26 13:28,3.15,24.966,7.693,0.993
1773876600,3/18/26 23:30,3/18/26 13:30,3.15,24.958,7.702,0.994
1773876720,3/18/26 23:32,3/18/26 13:32,3.15,24.983,7.68,0.993
1773876840,3/18/26 23:34,3/18/26 13:34,3.15,25.008,7.677,0.993
1773876960,3/18/26 23:36,3/18/26 13:36,3.15,25.017,7.687,0.993
1773877080,3/18/26 23:38,3/18/26 13:38,3.15,25.025,7.689,0.994
1773877200,3/18/26 23:40,3/18/26 13:40,3.15,25.033,7.693,0.994
1773877320,3/18/26 23:42,3/18/26 13:42,3.15,25.084,7.697,0.994
1773877440,3/18/26 23:44,3/18/26 13:44,3.15,25.118,7.697,0.993
1773877560,3/18/26 23:46,3/18/26 13:46,3.15,25.193,7.727,0.994
1773877680,3/18/26 23:48,3/18/26 13:48,3.15,25.252,7.731,0.994
1773877800,3/18/26 23:50,3/18/26 13:50,3.15,25.294,7.724,0.994
