Instrument,Tank,DateTime,Temperature,DO1,DO,"Temperature (W-CTD-02 22443169), °C","Absolute Pressure (W-CTD-02 22443169), kPa","Electrical Conductivity (W-CTD-02 22443169), µS/cm","Specific Conductivity (W-CTD-02 22443169), µS/cm",Salinity,"Total Dissolved Solids (W-CTD-02 22443169), mg/L"
DO1,Sump5,3/17/26 23:54,24.47,7.79,6.43,24.41,102.911,50388.1,51018.1,33.46,32752.29
DO1,Sump5,3/17/26 23:56,24.47,7.78,6.43,24.42,102.928,50344.4,50970.5,33.42,32723.84
DO1,Sump5,3/17/26 23:58,24.47,7.77,6.42,24.41,102.928,50371.1,51000.9,33.44,32741.21
DO1,Sump5,3/18/26 0:00,24.47,7.78,6.42,24.42,102.928,50385,51011.7,33.45,32750.24
DO1,Sump5,3/18/26 0:02,24.46,7.79,6.44,24.41,102.98,50401,51031.1,33.47,32760.64
DO1,Sump5,3/18/26 0:04,24.47,7.8,6.44,24.41,102.945,50399.9,51030.1,33.47,32759.96
DO1,Sump5,3/18/26 0:06,24.46,7.81,6.45,24.42,102.928,50414.9,51041.9,33.47,32769.68
DO1,Sump5,3/18/26 0:08,24.47,7.8,6.45,24.42,102.928,50377.9,51004.5,33.45,32745.63
DO1,Sump5,3/18/26 0:10,24.47,7.8,6.44,24.41,102.928,50428.8,51059.3,33.49,32778.72
DO1,Sump5,3/18/26 0:12,24.47,7.78,6.43,24.41,102.945,50370,50999.8,33.44,32740.52
DO1,Sump5,3/18/26 0:14,24.48,7.75,6.41,24.42,102.945,50388.9,51015.6,33.45,32752.79
DO1,Sump5,3/18/26 0:16,24.47,7.75,6.4,24.42,102.894,50387.1,51013.8,33.45,32751.61
DO1,Sump5,3/18/26 0:18,24.47,7.76,6.41,24.42,102.928,50371.1,50994.3,33.44,32741.21
DO1,Sump5,3/18/26 0:20,24.47,7.78,6.43,24.42,102.928,50376.8,51000.1,33.44,32744.94
DO1,Sump5,3/18/26 0:22,24.48,7.78,6.43,24.42,102.928,50407.8,51031.5,33.47,32765.07
DO1,Sump5,3/18/26 0:24,24.47,7.79,6.43,24.42,102.945,50351.2,50977.4,33.43,32728.26
DO1,Sump5,3/18/26 0:26,24.47,7.79,6.44,24.42,102.928,50388.6,51015.3,33.45,32752.59
DO1,Sump5,3/18/26 0:28,24.47,7.79,6.43,24.42,102.876,50408.9,51035.8,33.47,32765.75
DO1,Sump5,3/18/26 0:30,24.48,7.79,6.43,24.41,102.962,50362.9,50992.6,33.44,32735.91
DO1,Sump5,3/18/26 0:32,24.47,7.8,6.44,24.41,102.928,50386.8,51016.8,33.46,32751.41
DO1,Sump5,3/18/26 0:34,24.47,7.81,6.45,24.41,102.911,50400.7,51034.1,33.47,32760.45
DO1,Sump5,3/18/26 0:36,24.47,7.82,6.46,24.41,102.928,50443.8,51077.8,33.5,32788.46
DO1,Sump5,3/18/26 0:38,24.47,7.81,6.45,24.41,102.893,50423.8,51060.8,33.49,32775.48
DO1,Sump5,3/18/26 0:40,24.46,7.81,6.45,24.41,102.928,50420.6,51057.6,33.49,32773.41
DO1,Sump5,3/18/26 0:42,24.46,7.8,6.44,24.4,102.928,50489.5,51130.6,33.54,32818.19
DO1,Sump5,3/18/26 0:44,24.46,7.78,6.43,24.4,102.928,50456.7,51097.3,33.51,32796.82
DO1,Sump5,3/18/26 0:46,24.46,7.78,6.43,24.4,102.928,50416.7,51060.1,33.49,32770.86
DO1,Sump5,3/18/26 0:48,24.46,7.79,6.43,24.4,102.928,50417.8,51061.2,33.49,32771.55
DO1,Sump5,3/18/26 0:50,24.46,7.8,6.44,24.4,102.928,50451.7,51095.5,33.51,32793.58
DO1,Sump5,3/18/26 0:52,24.45,7.83,6.47,24.4,102.91,50433.5,51080.4,33.5,32781.76
DO1,Sump5,3/18/26 0:54,24.45,7.85,6.48,24.39,102.91,50486.7,51137.5,33.54,32816.32
DO1,Sump5,3/18/26 0:56,24.45,7.86,6.49,24.39,102.928,50475.6,51126.3,33.54,32809.13
DO1,Sump5,3/18/26 0:58,24.44,7.86,6.49,24.39,102.927,50477.7,51131.8,33.54,32810.51
DO1,Sump5,3/18/26 1:00,24.45,7.86,6.49,24.39,102.91,50445.6,51099.2,33.52,32789.64
DO1,Sump5,3/18/26 1:02,24.45,7.84,6.48,24.39,102.858,50390.7,51046.9,33.48,32753.96
DO1,Sump5,3/18/26 1:04,24.45,7.83,6.47,24.38,102.858,50415.6,51075.5,33.5,32770.17
DO1,Sump5,3/18/26 1:06,24.44,7.84,6.47,24.38,102.841,50390.7,51050.2,33.48,32753.96
DO1,Sump5,3/18/26 1:08,24.44,7.83,6.47,24.38,102.876,50405.7,51065.4,33.49,32763.69
DO1,Sump5,3/18/26 1:10,24.45,7.82,6.45,24.38,102.893,50429.6,51089.6,33.51,32779.21
DO1,Sump5,3/18/26 1:12,24.45,7.79,6.43,24.39,102.858,50493.5,51151,33.55,32820.74
DO1,Sump5,3/18/26 1:14,24.45,7.77,6.42,24.39,102.876,50406.7,51063.2,33.49,32764.38
DO1,Sump5,3/18/26 1:16,24.45,7.73,6.38,24.39,102.91,50436.7,51093.5,33.51,32783.84
DO1,Sump5,3/18/26 1:18,24.45,7.7,6.36,24.39,102.91,50468.4,51125.7,33.53,32804.49
DO1,Sump5,3/18/26 1:20,24.44,7.69,6.35,24.39,102.858,50458.5,51115.6,33.53,32798
DO1,Sump5,3/18/26 1:22,24.45,7.69,6.35,24.39,102.91,50503.5,51161.1,33.56,32827.25
DO1,Sump5,3/18/26 1:24,24.44,7.69,6.35,24.39,102.858,50497.4,51155,33.56,32823.3
DO1,Sump5,3/18/26 1:26,24.45,7.7,6.36,24.38,102.824,50474.2,51134.8,33.54,32808.22
DO1,Sump5,3/18/26 1:28,24.44,7.71,6.37,24.38,102.824,50518.5,51179.6,33.57,32837.01
DO1,Sump5,3/18/26 1:30,24.44,7.7,6.35,24.38,102.858,50521.3,51182.6,33.58,32838.88
DO1,Sump5,3/18/26 1:32,24.44,7.71,6.36,24.38,102.824,50512.4,51173.5,33.57,32833.06
DO1,Sump5,3/18/26 1:34,24.44,7.72,6.37,24.38,102.876,50445.6,51105.8,33.52,32789.64
DO1,Sump5,3/18/26 1:36,24.44,7.72,6.38,24.38,102.858,50507.4,51168.4,33.57,32829.81
DO1,Sump5,3/18/26 1:38,24.44,7.73,6.38,24.38,102.824,50473.4,51134,33.54,32807.73
DO1,Sump5,3/18/26 1:40,24.44,7.72,6.38,24.38,102.824,50490.3,51151,33.55,32818.66
DO1,Sump5,3/18/26 1:42,24.44,7.71,6.37,24.38,102.841,50478.5,51139.1,33.54,32810.99
DO1,Sump5,3/18/26 1:44,24.45,7.7,6.36,24.38,102.824,50435.3,51095.4,33.51,32782.94
DO1,Sump5,3/18/26 1:46,24.45,7.69,6.35,24.38,102.807,50492.4,51153.2,33.55,32820.05
DO1,Sump5,3/18/26 1:48,24.43,7.68,6.34,24.38,102.841,50457.4,51117.8,33.53,32797.3
DO1,Sump5,3/18/26 1:50,24.45,7.69,6.35,24.38,102.772,50486.3,51147.1,33.55,32816.11
DO1,Sump5,3/18/26 1:52,24.45,7.69,6.35,24.39,102.824,50501.3,51159,33.56,32825.86
DO1,Sump5,3/18/26 1:54,24.44,7.71,6.37,24.39,102.79,50493.1,51150.7,33.55,32820.52
DO1,Sump5,3/18/26 1:56,24.44,7.75,6.4,24.39,102.807,50453.1,51110.2,33.52,32794.54
DO1,Sump5,3/18/26 1:58,24.45,7.77,6.42,24.38,102.807,50483.5,51144.2,33.55,32814.24
DO1,Sump5,3/18/26 2:00,24.44,7.79,6.44,24.38,102.841,50458.5,51118.8,33.53,32798
DO1,Sump5,3/18/26 2:02,24.44,7.82,6.45,24.38,102.807,50472.4,51136.2,33.54,32807.05
DO1,Sump5,3/18/26 2:04,24.44,7.84,6.47,24.38,102.807,50452.4,51116,33.53,32794.06
DO1,Sump5,3/18/26 2:06,24.44,7.84,6.48,24.38,102.807,50482.4,51143.1,33.55,32813.55
DO1,Sump5,3/18/26 2:08,24.44,7.84,6.48,24.38,102.807,50456.3,51116.7,33.53,32796.61
DO1,Sump5,3/18/26 2:10,24.45,7.84,6.47,24.38,102.772,50456.3,51116.7,33.53,32796.61
DO1,Sump5,3/18/26 2:12,24.45,7.86,6.49,24.38,102.755,50450.3,51110.5,33.52,32792.68
DO1,Sump5,3/18/26 2:14,24.45,7.85,6.48,24.39,102.755,50477.1,51134.4,33.54,32810.09
DO1,Sump5,3/18/26 2:16,24.45,7.84,6.48,24.39,102.772,50455.3,51112.3,33.52,32795.92
DO1,Sump5,3/18/26 2:18,24.45,7.83,6.47,24.39,102.79,50450.3,51107.3,33.52,32792.68
DO1,Sump5,3/18/26 2:20,24.45,7.84,6.48,24.39,102.79,50476.7,51134,33.54,32809.82
DO1,Sump5,3/18/26 2:22,24.45,7.86,6.49,24.38,102.79,50454.2,51114.5,33.53,32795.23
DO1,Sump5,3/18/26 2:24,24.44,7.88,6.51,24.38,102.772,50452.4,51112.7,33.52,32794.06
DO1,Sump5,3/18/26 2:26,24.45,7.88,6.51,24.38,102.755,50423.2,51083.1,33.5,32775.07
DO1,Sump5,3/18/26 2:28,24.44,7.91,6.53,24.38,102.755,50435.3,51095.4,33.51,32782.94
DO1,Sump5,3/18/26 2:30,24.45,7.91,6.53,24.38,102.755,50431.4,51094.7,33.51,32780.38
DO1,Sump5,3/18/26 2:32,24.44,7.91,6.54,24.38,102.772,50419.3,51082.4,33.5,32772.52
DO1,Sump5,3/18/26 2:34,24.44,7.91,6.53,24.38,102.721,50449.2,51116,33.53,32791.98
DO1,Sump5,3/18/26 2:36,24.44,7.91,6.53,24.38,102.721,50380.5,51046.4,33.48,32747.3
DO1,Sump5,3/18/26 2:38,24.44,7.92,6.54,24.38,102.772,50419.3,51089,33.51,32772.52
DO1,Sump5,3/18/26 2:40,24.44,7.92,6.54,24.38,102.72,50449.2,51119.3,33.53,32791.98
DO1,Sump5,3/18/26 2:42,24.43,7.92,6.54,24.37,102.755,50452.1,51125.5,33.53,32793.85
DO1,Sump5,3/18/26 2:44,24.43,7.91,6.54,24.37,102.703,50449.2,51122.6,33.53,32791.98
DO1,Sump5,3/18/26 2:46,24.44,7.9,6.53,24.37,102.755,50415.3,51088.3,33.51,32769.97
DO1,Sump5,3/18/26 2:48,24.43,7.89,6.52,24.38,102.738,50433.2,51103,33.52,32781.56
DO1,Sump5,3/18/26 2:50,24.43,7.89,6.52,24.38,102.738,50373.7,51042.8,33.47,32742.88
DO1,Sump5,3/18/26 2:52,24.44,7.88,6.5,24.38,102.72,50454.9,51125.1,33.53,32795.71
DO1,Sump5,3/18/26 2:54,24.44,7.86,6.49,24.38,102.703,50435.3,51105.2,33.52,32782.94
DO1,Sump5,3/18/26 2:56,24.43,7.84,6.47,24.37,102.686,50437.1,51110.3,33.52,32784.11
DO1,Sump5,3/18/26 2:58,24.44,7.84,6.48,24.37,102.686,50418.2,51091.2,33.51,32771.83
DO1,Sump5,3/18/26 3:00,24.43,7.85,6.49,24.37,102.669,50445.3,51121.9,33.53,32789.43
DO1,Sump5,3/18/26 3:02,24.43,7.87,6.5,24.37,102.72,50419.3,51098.8,33.51,32772.52
DO1,Sump5,3/18/26 3:04,24.42,7.89,6.52,24.37,102.703,50420.3,51099.9,33.51,32773.22
DO1,Sump5,3/18/26 3:06,24.42,7.92,6.54,24.37,102.669,50422.1,51101.7,33.52,32774.39
DO1,Sump5,3/18/26 3:08,24.42,7.94,6.56,24.37,102.755,50394.4,51073.6,33.5,32756.33
DO1,Sump5,3/18/26 3:10,24.42,7.96,6.57,24.37,102.703,50420,51099.6,33.51,32773.01
DO1,Sump5,3/18/26 3:12,24.43,7.96,6.57,24.37,102.703,50437.1,51116.9,33.53,32784.11
DO1,Sump5,3/18/26 3:14,24.43,7.94,6.56,24.37,102.737,50385.4,51061.2,33.49,32750.54
DO1,Sump5,3/18/26 3:16,24.43,7.94,6.56,24.37,102.686,50440,51113.2,33.52,32785.98
DO1,Sump5,3/18/26 3:18,24.43,7.93,6.55,24.37,102.703,50417.2,51090.1,33.51,32771.15
DO1,Sump5,3/18/26 3:20,24.43,7.92,6.54,24.37,102.703,50474.9,51151.9,33.55,32808.7
DO1,Sump5,3/18/26 3:22,24.43,7.91,6.53,24.37,102.686,50468.1,51145,33.55,32804.27
DO1,Sump5,3/18/26 3:24,24.43,7.91,6.53,24.37,102.669,50463.9,51140.7,33.54,32801.51
DO1,Sump5,3/18/26 3:26,24.43,7.91,6.53,24.37,102.686,50442.1,51121.9,33.53,32787.36
DO1,Sump5,3/18/26 3:28,24.42,7.91,6.53,24.36,102.72,50438.2,51121.3,33.53,32784.8
DO1,Sump5,3/18/26 3:30,24.42,7.9,6.53,24.36,102.789,50407.9,51093.9,33.51,32765.15
DO1,Sump5,3/18/26 3:32,24.42,7.9,6.53,24.36,102.703,50433.9,51120.2,33.53,32782.05
DO1,Sump5,3/18/26 3:34,24.42,7.91,6.54,24.36,102.668,50422.9,51109.1,33.52,32774.88
DO1,Sump5,3/18/26 3:36,24.42,7.91,6.53,24.36,102.651,50453.9,51140.5,33.54,32795.02
DO1,Sump5,3/18/26 3:38,24.42,7.89,6.52,24.36,102.634,50453.9,51140.5,33.54,32795.02
DO1,Sump5,3/18/26 3:40,24.42,7.89,6.51,24.36,102.651,50416.8,51106.2,33.52,32770.95
DO1,Sump5,3/18/26 3:42,24.42,7.89,6.52,24.36,102.686,50462.8,51152.8,33.55,32800.82
DO1,Sump5,3/18/26 3:44,24.42,7.89,6.51,24.36,102.634,50436.8,51123.1,33.53,32783.91
DO1,Sump5,3/18/26 3:46,24.43,7.88,6.51,24.36,102.634,50414,51100,33.51,32769.08
DO1,Sump5,3/18/26 3:48,24.42,7.86,6.49,24.36,102.668,50419,51105.1,33.52,32772.32
DO1,Sump5,3/18/26 3:50,24.42,7.86,6.49,24.36,102.651,50456.7,51146.7,33.55,32796.88
DO1,Sump5,3/18/26 3:52,24.42,7.89,6.51,24.36,102.651,50463.5,51153.5,33.55,32801.3
DO1,Sump5,3/18/26 3:54,24.42,7.85,6.49,24.36,102.651,50437.8,51127.5,33.53,32784.59
DO1,Sump5,3/18/26 3:56,24.42,7.82,6.46,24.36,102.668,50464.9,51155,33.55,32802.2
DO1,Sump5,3/18/26 3:58,24.42,7.81,6.45,24.36,102.651,50414,51103.3,33.52,32769.08
DO1,Sump5,3/18/26 4:00,24.42,7.81,6.45,24.36,102.668,50463.9,51153.9,33.55,32801.51
DO1,Sump5,3/18/26 4:02,24.42,7.8,6.44,24.36,102.634,50448.6,51138.4,33.54,32791.57
DO1,Sump5,3/18/26 4:04,24.42,7.78,6.42,24.36,102.668,50447.5,51137.3,33.54,32790.87
DO1,Sump5,3/18/26 4:06,24.42,7.74,6.39,24.36,102.668,50468.5,51155.3,33.55,32804.54
DO1,Sump5,3/18/26 4:08,24.42,7.77,6.41,24.36,102.72,50461.7,51151.7,33.55,32800.13
DO1,Sump5,3/18/26 4:10,24.42,7.8,6.44,24.36,102.668,50401.9,51091.1,33.51,32761.23
DO1,Sump5,3/18/26 4:12,24.42,7.81,6.45,24.36,102.72,50479.6,51169.8,33.57,32811.73
DO1,Sump5,3/18/26 4:14,24.42,7.81,6.45,24.36,102.668,50400.8,51090,33.51,32760.54
DO1,Sump5,3/18/26 4:16,24.41,7.81,6.45,24.36,102.686,50456.7,51146.7,33.55,32796.88
DO1,Sump5,3/18/26 4:18,24.42,7.82,6.45,24.36,102.686,50435.7,51125.3,33.53,32783.21
DO1,Sump5,3/18/26 4:20,24.42,7.81,6.45,24.36,102.703,50425.8,51115.2,33.53,32776.73
DO1,Sump5,3/18/26 4:22,24.42,7.8,6.44,24.35,102.685,50485.6,51179.2,33.57,32815.67
DO1,Sump5,3/18/26 4:24,24.42,7.78,6.43,24.36,102.703,50502.4,51193,33.58,32826.58
DO1,Sump5,3/18/26 4:26,24.42,7.78,6.42,24.36,102.72,50552.8,51237.5,33.62,32859.34
DO1,Sump5,3/18/26 4:28,24.42,7.76,6.4,24.37,102.703,50569.7,51251.2,33.63,32870.27
DO1,Sump5,3/18/26 4:30,24.43,7.76,6.4,24.37,102.755,50548.5,51223.2,33.61,32856.55
DO1,Sump5,3/18/26 4:32,24.43,7.73,6.38,24.38,102.738,50583.6,51252.2,33.63,32879.35
DO1,Sump5,3/18/26 4:34,24.44,7.7,6.35,24.38,102.738,50665.8,51332.2,33.69,32932.75
DO1,Sump5,3/18/26 4:36,24.45,7.67,6.33,24.38,102.738,50585.4,51247.4,33.62,32880.51
DO1,Sump5,3/18/26 4:38,24.45,7.65,6.32,24.39,102.738,50591.5,51250.3,33.63,32884.47
DO1,Sump5,3/18/26 4:40,24.45,7.63,6.3,24.39,102.686,50633.4,51289.5,33.66,32911.73
DO1,Sump5,3/18/26 4:42,24.45,7.6,6.27,24.39,102.687,50646.7,51299.7,33.66,32920.38
DO1,Sump5,3/18/26 4:44,24.46,7.57,6.25,24.4,102.704,50741.3,51392.2,33.73,32981.87
DO1,Sump5,3/18/26 4:46,24.45,7.55,6.23,24.4,102.738,50641.7,51291.3,33.66,32917.11
DO1,Sump5,3/18/26 4:48,24.47,7.54,6.23,24.4,102.721,50645.6,51295.3,33.66,32919.67
DO1,Sump5,3/18/26 4:50,24.46,7.55,6.23,24.4,102.721,50653.5,51300,33.66,32924.79
DO1,Sump5,3/18/26 4:52,24.46,7.55,6.23,24.4,102.773,50696.6,51343.6,33.7,32952.81
DO1,Sump5,3/18/26 4:54,24.46,7.63,6.29,24.4,102.756,50685.9,51332.8,33.69,32945.83
DO1,Sump5,3/18/26 4:56,24.46,7.6,6.27,24.4,102.721,50630.6,51276.7,33.65,32909.87
DO1,Sump5,3/18/26 4:58,24.46,7.6,6.27,24.4,102.721,50676.5,51323.2,33.68,32939.73
DO1,Sump5,3/18/26 5:00,24.47,7.58,6.25,24.4,102.842,50666.9,51313.5,33.67,32933.45
DO1,Sump5,3/18/26 5:02,24.46,7.58,6.25,24.4,102.773,50641.3,51287.6,33.65,32916.85
DO1,Sump5,3/18/26 5:04,24.46,7.57,6.25,24.4,102.807,50658.6,51305.1,33.67,32928.07
DO1,Sump5,3/18/26 5:06,24.46,7.57,6.25,24.4,102.755,50662.5,51312.4,33.67,32930.63
DO1,Sump5,3/18/26 5:08,24.47,7.56,6.24,24.4,102.738,50652.4,51298.9,33.66,32924.09
DO1,Sump5,3/18/26 5:10,24.46,7.54,6.22,24.4,102.773,50668.6,51318.6,33.68,32934.6
DO1,Sump5,3/18/26 5:12,24.46,7.52,6.21,24.4,102.79,50615.1,51264.4,33.64,32899.82
DO1,Sump5,3/18/26 5:14,24.46,7.5,6.19,24.4,102.738,50590,51235.7,33.62,32883.52
DO1,Sump5,3/18/26 5:16,24.46,7.48,6.17,24.4,102.773,50627.3,51273.4,33.64,32907.76
DO1,Sump5,3/18/26 5:18,24.46,7.48,6.17,24.4,102.738,50660.3,51303.6,33.67,32929.21
DO1,Sump5,3/18/26 5:20,24.47,7.47,6.17,24.4,102.756,50647,51290.1,33.66,32920.56
DO1,Sump5,3/18/26 5:22,24.47,7.48,6.18,24.4,102.704,50591.1,51236.8,33.62,32884.23
DO1,Sump5,3/18/26 5:24,24.46,7.5,6.19,24.4,102.756,50557.1,51202.3,33.59,32862.13
DO1,Sump5,3/18/26 5:26,24.47,7.52,6.21,24.4,102.738,50562.1,51207.4,33.6,32865.38
DO1,Sump5,3/18/26 5:28,24.46,7.55,6.24,24.4,102.79,50498.2,51142.6,33.55,32823.8
DO1,Sump5,3/18/26 5:30,24.47,7.58,6.26,24.4,102.773,50525.3,51173.4,33.57,32841.44
DO1,Sump5,3/18/26 5:32,24.46,7.59,6.27,24.4,102.773,50490.3,51137.9,33.54,32818.69
DO1,Sump5,3/18/26 5:34,24.46,7.6,6.27,24.4,102.755,50468.2,51115.6,33.53,32804.33
DO1,Sump5,3/18/26 5:36,24.46,7.61,6.29,24.4,102.79,50474.3,51121.7,33.53,32808.26
DO1,Sump5,3/18/26 5:38,24.46,7.61,6.29,24.4,102.79,50457.2,51101.1,33.52,32797.15
DO1,Sump5,3/18/26 5:40,24.47,7.6,6.28,24.4,102.807,50459.3,51103.3,33.52,32798.53
DO1,Sump5,3/18/26 5:42,24.47,7.56,6.25,24.4,102.824,50418.3,51061.8,33.49,32771.92
DO1,Sump5,3/18/26 5:44,24.46,7.53,6.22,24.4,102.79,50399.5,51039.4,33.47,32759.66
DO1,Sump5,3/18/26 5:46,24.47,7.49,6.19,24.41,102.79,50370.7,51007,33.45,32740.94
DO1,Sump5,3/18/26 5:48,24.47,7.48,6.18,24.41,102.79,50334.9,50970.7,33.42,32717.65
DO1,Sump5,3/18/26 5:50,24.47,7.48,6.18,24.4,102.807,50321,50960,33.41,32708.66
DO1,Sump5,3/18/26 5:52,24.46,7.47,6.17,24.4,102.738,50329.1,50968.2,33.42,32713.93
DO1,Sump5,3/18/26 5:54,24.47,7.46,6.17,24.4,102.79,50314.2,50956.3,33.41,32704.25
DO1,Sump5,3/18/26 5:56,24.47,7.49,6.19,24.4,102.79,50306.1,50948.1,33.4,32698.98
DO1,Sump5,3/18/26 5:58,24.46,7.52,6.21,24.4,102.79,50282.4,50924.1,33.39,32683.55
DO1,Sump5,3/18/26 6:00,24.46,7.54,6.23,24.4,102.807,50250.6,50888.7,33.36,32662.89
DO1,Sump5,3/18/26 6:02,24.46,7.56,6.25,24.4,102.773,50336.7,50975.8,33.43,32718.84
DO1,Sump5,3/18/26 6:04,24.47,7.56,6.25,24.4,102.824,50274.3,50912.7,33.38,32678.29
DO1,Sump5,3/18/26 6:06,24.46,7.55,6.24,24.4,102.773,50267.5,50905.8,33.37,32673.89
DO1,Sump5,3/18/26 6:08,24.47,7.53,6.23,24.41,102.773,50271.4,50906.5,33.37,32676.43
DO1,Sump5,3/18/26 6:10,24.48,7.53,6.23,24.41,102.773,50272.5,50907.6,33.37,32677.11
DO1,Sump5,3/18/26 6:12,24.47,7.55,6.24,24.4,102.756,50300.1,50938.8,33.4,32695.08
DO1,Sump5,3/18/26 6:14,24.47,7.56,6.25,24.4,102.773,50294.1,50932.8,33.39,32691.18
DO1,Sump5,3/18/26 6:16,24.46,7.57,6.26,24.4,102.773,50323.9,50966.1,33.42,32710.52
DO1,Sump5,3/18/26 6:18,24.46,7.59,6.28,24.4,102.824,50268.3,50909.9,33.38,32674.41
DO1,Sump5,3/18/26 6:20,24.46,7.62,6.29,24.4,102.79,50264.4,50905.9,33.37,32671.86
DO1,Sump5,3/18/26 6:22,24.46,7.65,6.32,24.4,102.807,50244.6,50889.1,33.36,32658.99
DO1,Sump5,3/18/26 6:24,24.47,7.66,6.33,24.4,102.824,50243.6,50884.8,33.36,32658.32
DO1,Sump5,3/18/26 6:26,24.46,7.65,6.32,24.4,102.824,50284.2,50926,33.39,32684.74
DO1,Sump5,3/18/26 6:28,24.47,7.63,6.3,24.4,102.807,50300.1,50938.8,33.4,32695.08
DO1,Sump5,3/18/26 6:30,24.47,7.6,6.28,24.4,102.824,50383.5,51023.3,33.46,32749.27
DO1,Sump5,3/18/26 6:32,24.46,7.6,6.29,24.4,102.859,50219.9,50860.8,33.34,32642.93
DO1,Sump5,3/18/26 6:34,24.46,7.59,6.27,24.4,102.824,50241.7,50882.9,33.36,32657.13
DO1,Sump5,3/18/26 6:36,24.46,7.6,6.28,24.4,102.842,50293.1,50934.9,33.39,32690.5
DO1,Sump5,3/18/26 6:38,24.46,7.62,6.3,24.4,102.876,50305.9,50951.2,33.41,32698.81
DO1,Sump5,3/18/26 6:40,24.46,7.65,6.32,24.4,102.876,50278.2,50919.9,33.38,32680.84
DO1,Sump5,3/18/26 6:42,24.46,7.64,6.32,24.4,102.859,50305.9,50947.9,33.4,32698.81
DO1,Sump5,3/18/26 6:44,24.46,7.65,6.32,24.4,102.876,50264.4,50905.9,33.37,32671.86
DO1,Sump5,3/18/26 6:46,24.47,7.67,6.34,24.4,102.91,50268.3,50913.1,33.38,32674.41
DO1,Sump5,3/18/26 6:48,24.45,7.81,6.46,24.4,102.91,50275.1,50920,33.38,32678.81
DO1,Sump5,3/18/26 6:50,24.46,7.77,6.43,24.39,102.859,50253.5,50901.4,33.37,32664.75
DO1,Sump5,3/18/26 6:52,24.46,7.77,6.42,24.39,102.893,50274.3,50922.5,33.39,32678.29
DO1,Sump5,3/18/26 6:54,24.46,7.8,6.45,24.4,102.893,50266.2,50911,33.38,32673.05
DO1,Sump5,3/18/26 6:56,24.46,7.85,6.49,24.39,102.841,50228.7,50876.3,33.35,32648.68
DO1,Sump5,3/18/26 6:58,24.46,7.83,6.47,24.4,102.824,50229.8,50874.1,33.35,32649.35
DO1,Sump5,3/18/26 7:00,24.46,7.81,6.46,24.4,102.893,50299.1,50944.3,33.4,32694.4
DO1,Sump5,3/18/26 7:02,24.46,7.82,6.46,24.4,102.842,50268.3,50906.6,33.37,32674.41
DO1,Sump5,3/18/26 7:04,24.47,7.82,6.46,24.4,102.842,50292,50930.6,33.39,32689.83
DO1,Sump5,3/18/26 7:06,24.47,7.86,6.5,24.41,102.807,50226.7,50861.2,33.34,32647.33
DO1,Sump5,3/18/26 7:08,24.47,7.91,6.54,24.41,102.842,50237.6,50872.2,33.35,32654.44
DO1,Sump5,3/18/26 7:10,24.47,7.92,6.55,24.41,102.859,50257.4,50889,33.36,32667.29
DO1,Sump5,3/18/26 7:12,24.48,7.89,6.52,24.42,102.877,50311.9,50934.4,33.4,32702.71
DO1,Sump5,3/18/26 7:14,24.49,7.9,6.53,24.43,102.877,50309.8,50915.9,33.38,32701.35
DO1,Sump5,3/18/26 7:16,24.49,7.91,6.53,24.44,102.911,50315.8,50918.7,33.38,32705.25
DO1,Sump5,3/18/26 7:18,24.49,7.92,6.54,24.44,102.912,50291.3,50890.6,33.36,32689.31
DO1,Sump5,3/18/26 7:20,24.5,7.88,6.51,24.43,102.946,50299.1,50908.4,33.38,32694.4
DO1,Sump5,3/18/26 7:22,24.49,7.83,6.47,24.43,102.894,50291,50903.4,33.37,32689.15
DO1,Sump5,3/18/26 7:24,24.49,7.82,6.46,24.43,102.894,50274.3,50886.5,33.36,32678.29
DO1,Sump5,3/18/26 7:26,24.49,7.81,6.46,24.42,102.859,50287.9,50906.8,33.38,32687.11
DO1,Sump5,3/18/26 7:28,24.48,7.82,6.46,24.42,102.842,50291,50906.7,33.38,32689.15
DO1,Sump5,3/18/26 7:30,24.48,7.81,6.46,24.42,102.877,50259.5,50874.8,33.35,32668.64
DO1,Sump5,3/18/26 7:32,24.49,7.79,6.44,24.42,102.842,50264.4,50883,33.36,32671.86
DO1,Sump5,3/18/26 7:34,24.49,7.78,6.43,24.42,102.859,50287.1,50906,33.37,32686.61
DO1,Sump5,3/18/26 7:36,24.49,7.77,6.42,24.42,102.859,50291,50906.7,33.38,32689.15
DO1,Sump5,3/18/26 7:38,24.49,7.74,6.39,24.42,102.842,50305.9,50921.7,33.39,32698.81
DO1,Sump5,3/18/26 7:40,24.48,7.7,6.36,24.42,102.877,50326.8,50942.9,33.4,32712.39
DO1,Sump5,3/18/26 7:42,24.49,7.67,6.34,24.42,102.894,50319.7,50935.7,33.4,32707.8
DO1,Sump5,3/18/26 7:44,24.49,7.67,6.34,24.42,102.911,50347.4,50963.7,33.42,32725.79
DO1,Sump5,3/18/26 7:46,24.49,7.67,6.34,24.42,102.911,50364.4,50980.9,33.43,32736.84
DO1,Sump5,3/18/26 7:48,24.49,7.67,6.34,24.42,102.859,50367.2,50983.9,33.43,32738.7
DO1,Sump5,3/18/26 7:50,24.48,7.67,6.34,24.42,102.859,50373.3,50990,33.44,32742.62
DO1,Sump5,3/18/26 7:52,24.49,7.66,6.33,24.43,102.877,50377.2,50990.6,33.44,32745.17
